Profiled like a seahorse ||| Nakahugis tulad ng kabayo-kabayohan
The second degree Bukidnons live near the fringes and directly within the bounds of the lowlanders . ||| Nakatira ang ikalawang antas na mga Bukidnon malapit sa mga dulo at direktang nasa loob ng mga hanggangan ng mga lowlander .
Foremost are the green mountains , waterfalls , beached and other natural attraction but access to these attraction is limited and difficult . ||| Nangunguna ang mga luntiang bundok , talon , beached at iba pang mga likas na pang-akit ngunut limitado at mahirap ang daan tungo sa mga atraksyon na ito .
Called Gloria ’ s Fantasyland , the amusement park promises children fun and excitement . ||| Tinawag na Gloria ’ s Fantasyland , nangangako ang amusement park sa mga bata ng kasiyahan at excitement .
The main road leading to the plaza is dotted with beautifully sculpted lamp posts with globe-shaped bulbs have identified San Pablo City as an eminent chartered city in the Province of Laguna . ||| Natutuldukan ang pangunahing kalsada na tumutungo sa plasa ng magandang iniskultong mga poste na may mga bumbilyang hugis-globo ang tumukoy sa Lungsod ng San Pablo bilang isang tanyag na chartered city sa Probinsya ng Laguna .
Highlights of activities fall on Holy Thursday , Good Friday , Black Saturday and Easter Sunday . ||| Naka-highlight na mga aktibidad mahulog sa Banal na Huwebes , Biyernes Santo , Sabado de Gloria at Linggo ng Pagkabuhay .
The marker commemorates the start of the infamous Death March that also marks the beginning of Japanese control of the country . ||| Ginugunita ng muhon ang simula ng notoryosong Death March na nagsimula din ng pagkontrol ng mga Hapon sa bansa .
Encompassing the Glorietta and Greenbelt shopping malls , among others , Ayala Center is also a commercial complex completely at par with the world 's most modern business cosmos . ||| Sinasakop ng Ayala Center ang Glorietta at Greenbelt shopping malls , at isa ring commercial complex na tunay na kasabayan ng pinakamodernong business cosmos sa mundo .
In 1996 , the health and medical needs of the province were provided by eight government hospitals , six private hospitals and clinics , twenty rural health units or municipal centers , ninety three health stations , and ten outpatient private clinics . ||| Noong 1996 , ibinigay ang mga pangangailang pangkalusugan at medikal ng probinsya sa pamamagitan ng walong pamahalaang ospital , anim na mga pribadong ospital at klinika , siyamnapu ’ t tatlong mga estasyong pangkalusugan , at sampung outpatient na pribadong klinika .
Stand , windblown , experience the beauty and power of the place . ||| Tumayo , matangay , at maranasan ang ganda at kapangyarihan ng lugar .
Spelunking at Pasuquin Cave ||| Spelunking SA Pasuquin Cave
Ginaras Falls ||| Talon ng Ginaras
General Pershing also appointed Pascual T. Martinez as the first Municipal Mayor of Dipolog , under the American Regime . ||| Itinalaga rin ni Heneral Pershing si Pascual T. Martinez bilang ang unang Municipal Mayor ng Dipolog , sa ilalim ng Rehimeng Amerikano .
NSO Marriage Certificate for married women ||| NSO Marriage Certificate , para sa mga kasal na babae
Finished in 1793 after a span of seven years , the palace has a collection of priceless ecclesiastical artifacts and relics from other Ilocano churches . ||| Natapos noong 1793 pagkatapos ng pitong taon , ang palasyo ay mayroong isang koleksyon ng napakahalagang pansimbahang artipakto at reliko mula sa ibang mga simbahang Ilocano .
Quezon Memorial Shrine ||| Quezon Memorial Shrine
Historical Attractions ||| Mga Makasaysayang Pang-akit
The site is an excellent example of a pristine coral reef with a spectacular 100-meter perpendicular wall , extensive lagoons and two-coral islands . ||| Isang napakagandang halimbawa ng malinis na karang ang lugar na ito na may kagila-gilalas na 100-metrong patayong dingding , malawak na lawa at islang may dalawang sagay .
The province has flourished since its creation to the present until it was designated as the center of the Ilocos Region ( Region I ) . ||| Yumabong ang probinsya mula noong pagkakalikha nito hanggang sa kasalukuyan hanggang sa pagkakatalaga nito bilang ang sentro ng Ilocos Region ( Region I ) .
Boracay has 18 state-of-the-art dive schools . ||| Ang Boracay ay mayroong 18 na state-of-the-art dive schools .
Welcome to the website of the Philippine Department of Tourism Offices in North America . ||| Maligayang pagdating sa website ng Kagawaran ng Turismo ng Pilipinas sa Hilagang Amerika .
it is within our bloodline ||| Ito ay sa loob ng aming linya ng dugo
Census data from the NSO ( 2000 ) indicates that Ifugao has a population level of 161,623 . ||| Ang mga datos ng senso mula sa NSO ( 2000 ) ay nagpapahiwatig na ang Ifugao ay mayroong isang antas ng populasyon na 161,623 .
The decors are mounted on frames that are playfully lowered and raised to the delight of guests , children and local townsfolk who joyfully reach out and compete with each other to share the goodies . ||| Ang decors ay naka-mount sa frame na playfully binabaan at itataas sa ang galak ng mga bisita , ang mga bata at mga lokal na taong-bayan na nagagalak na magabot at makipagkumpetensya sa bawat isa upang ibahagi ang kahusayan .
On May 12 , 1976 , President Marcos appointed Obdulia R. Cinco as Mayor of Tacloban City and was returned to the seat when she won in the local elections on January 30 , 1980 becoming the first elected lady mayor of Tacloban City . ||| Noong ika-12 ng Mayo 1976 , itinalaga ni Pangulong Marcos si Obdulia R. Cinco bilang Punong lungsod ng Tacloban at muling ibinalik sa pwesto siya ay nanalo sa lokal na halalan noong ika-30 ng Enero 1980 kung saan siya ang naging unang nahalal na babaeng punong lungsod ng Tacloban .
A center for eco-tourism , leisure destination , sports , training and seminars , facilities include : convention center and accommodation ( three air-conditioned conference rooms at 50-75 pax capacity with multi-purpose hall that can accommodate 150 persons , four air-conditioned guest rooms with capacity of 22 persons plus twelve furnished dorm units with capacity of six persons per unit , dormitory with capacity of 130 persons with 29 rooms , housing for family outings , social function hall with 250 seat capacity , chapel of St. Francis of Assisi , sports and athletics ( gym , covered court , tennis court , badminton court , basketball court , obstacle course , kiddie pool , children 's playground , picnic area and gazebo , shrines and monuments . ||| Isang sentro para sa eco-turismo , destinasyong panlibangan , sports , pagsasanay at mga seminar , kabilang sa mga pasilidad ang : convention center at matutuluyan ( tatlong air-conditioned conference rooms na may 50-75 kataong kapasidad na may multi-purpose hall na may kapasidad pang 150 katao , apat na air-conditioned guest rooms na may kapasidad para sa 22 katao pati ang labindalawang furnished na yunit ng dormitoryo na may kapasidad ng anim na tao bawat yunit , dormitoryo na may kapasidad na 130 katao na may 29 silid , mga bahay para sa outing pampamilya , social function hall na may kapasidad magpaupo ng 250 katao , kapilya ni San Francisco ng Assisi , sports atnd athletics ( gym , covered court , tennis court , badminton court , basketball court , obstacle course , languyan pambata , palaruan ng bata , lugar pang-piknik at gazebo , mga dambana at monumento .
Isnag grandest celebration . ||| Pinakamalaking pagdiriwang ng Isnag .
Southern Caloocan City lies directly north of the City of Manila and is bounded by Malabon City and Valenzuela City to the north , Navotas to the west , and Quezon City to the east . ||| Nasa direktang hilaga ng Lungsod ng Maynila ang Lungsod ng Timog Caloocan at pinaliligiran ng Lungosd ng Malabon at Lungosd ng Valenzuela sa hilaga , Navotas sa kanluran , at Quezon City sa silangan .
It takes seven years , however for one individual to become full-fledged healer who will be able to transfer his powers to an heir or successor . ||| Inaabot ng pitong taon ang isang tao para maging ganap na manggagamot na magkaroon ng kakayanang ipasa ang kanyang kapangyarihan sa kanyang tagapagmana o susunod sa kanya .
General Ricarte National Shrine ||| General Ricarte National Shrine
Kids and teens immerse themselves in different arts workshops . ||| Kids at kabataan isali ang kanilang mga sarili sa ibat ibang mga sining workshops .
Coral gardens and tropical fish are abundant in several coves . ||| Masagana ang mga coral garden at tropikong isda sa ilang mga cove .
Average production per cropping is 102 cavans or 4.5 mt . per hectare . ||| 102 kaban o 4.5 mt kada ektarya ang karaniwang produksyon kada pagtatanim .
Description : Spacious parking space ; garden with a variety of Philippine flowers and shrubs ; beautiful landscaping ||| Paglalarawan : Maespasyong paradahan ; hardin na may iba-ibang bulaklak at halaman ng Pilipinas ; magandang landscape .
The pilgrims congregate at the Old Vulcan to pray . ||| Nagtitipon ang mga peregrino sa Old Vulcan upang magdasal .
The most popular college courses are engineering , agriculture and education . ||| Mga pinaka popular na kurso sa kolehiyo ang engineering , agrikultura , at edukasyon .
Dazzling beaches , crystal waters and azure skies supply the backdrop for relaxing or partying , solitude or company . ||| Nakasisilaw tabing-dagat , kristal na tubig at azure na kalangitan naibigay ang backdrop para sa nakakarelaks o pakikisalu-salo , lungkot o kumpanya .
It is located halfway through Panglao along its coast facing Mindanao Sea . ||| Matatagpuan ito nang kalahating Panglao sa kahabaan ng baybayin nito na nakaharap sa Mindanao Sea .
BINALIW ISLE ||| BINALIW ISLE
Iglesia ni Cristo ||| Iglesia ni Cristo
On June 13 , 1572 , Salcedo and his men landed in Vigan and then proceeded towards Laoag , Currimao and Badoc . ||| Sa Hunyo 13 , 1572 , ang Salcedo at ang kanyang mga lalaki nakalapag sa Vigan at pagkatapos ay nagpatuloy patungo sa Laoag , Currimao at Badoc .
The climatic condition of the province is moderately normal ( climate type III ) . ||| Ang kondisyong pangklima ng lalawigan ay katamtaman at normal ( climate type III ) .
For further details , visit www.Clarklandph.com . ||| Para sa karagdagang detalye , bisitahin ang www.Clarklandph.com .
Facilities : Resthouse with comfort and dressing rooms . ||| Pasilidad : Bahay pahingahan na may mga palikuran at silid bihisan .
Manila is the perfect place to go for daring culinary adventures . ||| Ang Maynila ay ang perpektong lugar para sa walang-takot na paghamon sa kainan .
As Asia ’ s pioneer in conventions , the Philippines can easily host an international event with expertise and creative approaches . ||| Bilang una sa kombensyon sa Asya , madaling itahan ng Pilipinas ang isang internasyonal na okasyon gamit ang kahusayan at masining na pagtingin .
Hog and poultry raising were common as also noted by Legaspi in Cabalian in 1565 . ||| Karaniwan sa kanila ang pag-aalaga ng mga baboy at manok ayon sa sinulat ni Legaspi tungkol sa Cabalian noong 1565 .
The Apayaos are kind , hospitable and generous . ||| Mabait , magiliw sa panauhin at mapagbigay ang mga Apayao .
Culasi Beach ||| Dagat ng Culasi
To combat national oppresion is to assert our right to self-determination . ||| Upang labanan ang pambansang pagsupil ay ang paggigiit ng among karapatan sa sariling-determinasyon .
The safari allows divers to experience the excellent dive sites ||| Ang ekspedisyon ng pamamaril ay nagbibigay sa mga maninisid na maranasan ang magagandang pagsisid na lugar
The Sinulog is Cebu s biggest fiesta in honor of the Infant Jesus or Senor Santo Nino held every third Sunday of January . ||| Ang Sinulog ay ang pinakamalaking pista sa Cebu , bilang pagpupugay sa Senor Santo Niño na isinasagawa tuwing ikatlong linggo ng Enero .
Fourteen massive S-shaped buttresses rise in rhythmic cadence from the ground to the roofline . ||| Labing-apat na malalaking hugis-S na estribo ang nakaangat sa maindayog na tiyempo mula sa lupa hanggang sa bubungan .
Its quiet and exclusive residential neighborhood is ideal home to international corporate families . ||| Ang tahimik at ekslusibong tirahan nito ay mainam para sa internasyonal na korporatong pamilya .
The ancient mural paintings in the adjoining convent , one of which is a primitive-looking map with details of trees , ducks , crows , a boat , a hunter and a crocodile . ||| Ang mga sinaunang mural na pintura sa karugtong na kumbento , isa sa mga mukhang primitibong mapa na may mga detalye ng mga puno , itik , uwak , bangka , isang mangangaso at buwaya .
Witness the splendor of the volcano with a panoramic view from the Tagaytay Ridge . ||| Saksihan ang ningning ng bulkan na may malawak na tanawin mula sa Tagaytay Ridge .
Every Filipino should avail of this chance to get to know our national hero better ||| Ang bawat Pilipino ay dapat gamitin ng pagkakataon na ito upang makilala ng mas mahusay ang ating pambansang bayani
Church of Orion ||| Simbahan ng Orion
A festival , in honor of the patron saint - Sta . Martha - men , women and even children take part in the activities and merrymaking . ||| Isang pagdiriwang , sa karangan ng santong patron – Sta . Martha – lumalahok ang mga kalalakihan , kababaihan at kahit mga bata sa mga aktibidad at kasiyahan .
The massive concreting of major thoroughfares with street lighting providing the transport services for a better conveyance of the riding public . ||| Ang malawakang pagsasakonkreto ng mga pangunahing daan kasama ng mga ilaw sa kalsada ang nagbibigay ng serbisyong transportasyon tungo sa mas mainam na pagdadala ng mga sumasakay na publiko .
A masquerade ball and beaming images of smiling masks street dancing and stomping to the frenzied beat of Latin sambas ; depicts the Negrenses happy disposition despite adversities in life . ||| Isang masquerade ball at mga imahe ngpagsayaw sa kalsada na may suot na nakangiting maskara , at pag-indayog sa mabilis na tugtog na Latin samba ; nagpapakita ng masayang disposisyon ng mga Negrense sa kabila ng kahirapan ng buhay .
The plant is accessible by passenger jeepneys and buses from Santiago City . ||| Ang planta ay maaarig marating sa pamamagitan ng mga jeep at bus mula sa lungsod ng Santiago .
Some of the most spectacular sceneries in the Philippines lie deep underground . ||| Namamalagi sa ilalim ng lupa ang ilan sa pinaka kahanga-hangang tanawin sa Pilipinas .
Or , once in the country , you may obtain it from the Bureau of Immigrations . ||| O kaya naman , isang beses sa bansa , maaari kang makakuha ng ito mula sa Bureau ng Imigrasyon .
The convention industry now became known by the acronym : MICE , which stands for Meetings , Incentives , Conventions and ExhibitionsorEvents . ||| Ang industriya ng kumbensyon ngayo'y naging kilala sa acronym : MICE , na tumatayo sa Meetings , Incentives , Conventions and ExhibitionsoEvents .
CHINESE TEMPLE ||| CHINESE TEMPLE
LUNA FOUDATION DAY , October ||| LUNA FOUDATION DAY , Oktubre
In Candaba , the entire government garrison surrendered to the rebels . ||| Sa Candaba , ang buong bilangguan ng pamahalaan ay sumuko sa mga rebelde .
includes almost every kind of topography ||| sumasakop ng kahit anong uri ng topograpiya
This event showcases ten ( 10 ) participating countries , with nine displays from the competing countries and an exhibition display from the Host Country . ||| Itinatanghal ng kaganapang ito ang sampung ( 10 ) lumalahok na bansa , na may siyam na display mula sa nagpapaligsahang mga bansa at isang exhibition display mula sa Host Country .
At the time , to possess several carabaos served as a symbol of progress for the town and wealth for the families . ||| Sa panahong iyon , ang pagkakaroon ng maraming kalabaw ang nagtatakda ng simbolo ng pag-unlad sa komunidad at kayamanan ng bawat pamilya .
Experience serenity as you walk among the ruins and relics of Camiguin ’ s glorious history . ||| Dumanas ng katahimikan habang naglalakad ka sa gitna ng mga guho at relika ng maluwalhating kasaysayan ng Camiguin
Held annually in honor of St. John the Baptist with fluvial procession , parade and water sports . ||| Hinawakan taun-taon sa karangalan ni San Juan Bautista sa fluvial hanay ng mga sasakyang marahan ang lakad , parada at water sports .
And so when Macapagal ran for re-election against Ferdinand Marcos in 1965 , the country lost a good president . ||| At kaya nang muling tumakbo si Macapagal laban kay Ferdinand Marcos noong 1965 , nawalan ang bansa ng isang magaling na pangulo .
The Santa Rita bell announces the death of a man , while the Dolorosa does so for a woman . ||| Ang kampanang Santa Rita ay nag-aanunsyo ng kamatayan ng isang lalaki , habang ginagawa ng Dolorosa ang para sa isang babae .
For up-to-date weather information , visit the Philippine Atmospheric , Geophysical and Astronomical Services Administration ( PAGASA ) website : www.pagasa.dost.gov.ph or call PAGASA 24-hour hotline ( 632 ) 4338526 . ||| Para sa mga napapanahong impormasyon sa panahon , bisitahin ang website ng Philippine Atmospheric , Geophysical and Astronomical Services Administration ( PAGASA ) : www.pagasa.dost.gov.ph o tumawag sa 24-oras na hotline ng PAGASA ( 632 ) 4338526 .
Fruit plantations and orchid farms ||| Plantasyon ng mga prutas at mga bukid ng mga Orchid
KALANGGAMAN ISLAND ||| ISLA NG KALANGGAMAN
During World War II , Filipino soldier found refuge in its vast forest and ridges . ||| Noong panahon ng Ikalawang Digmaang Pandaigdig , ang mga kawal Filipino ay nakahanap ng taguan mula sa malawak nitong kagubatan at gulod .
Navotas Fish Port ||| Navotas Fish Port
August 14 marks the celebration of the Kalibongan Festival . ||| Agosto 14 ay minamarkahan ang pagdiriwang ng Kalibongan Festival .
most condensed spectacular wreck diving sites in the world ||| pinakakamangha-manghang malaking kapinsalaan na lugar ng pagsisid sa mundo
Angeles Livelihood Complex ||| Angeles Livelihood Complex
Mostly easy birding walks but one or two more demanding forest trails . ||| Halos madaling birding ay nagtuturo maliban sa isa o dalawang higit pa hinihingi landas gubat .
Dry season starts in April and sometimes lasts for one to three months . ||| Nagsisimula ang tuyong panahon sa Abril at tatagal sa loob ng isa hanggang tatlong buwan .
It is composed of three major islands , namely : Batan which contains the capital town of Basco , Sabtang , and Itbayat . ||| Ito ay binubuo ng tatlong pangunahing isla , lalo : Batan na naglalaman ng kabisera bayan ng Basco , Sabtang , at Itbayat .
Charter planes can be hired for reaching some of the more remote islands ||| Mga eroplanong charter ay maaaring upahan para mapuntahan ang mga higit pang malalayo na isla
The land area called Abra , which is dominated by the Abra River , has borne that name since the first decades after the discovery of the Islands by the Spaniards . ||| Dinala ng land area na tinawag na Abra , na dominado sa pamamagitan ng Ilog Abra , ang pangalang iyan mula noong unang mga dekana pagkatapos ng pagkakatuklas ng mga Isla sa pamamagitan ng mga Kastila .
The optimal season for visiting Tubbataha is from March and June . ||| Ang pinaka magandang panahon ng pagbisita sa Tubbataha ay mula March hanggang June .
Balsa sa Niugan ||| Balsa sa Niugan
Malabon was officially made a municipality of the newly created province of Rizal on June 11 , 1901 by virtue of Philippine Commission Act 137 . ||| Opisyal na ginawa ang Malabon bilang munisipalidad ng bagong hirang na lalawigan ng Rizal noong Hunyo 11 , 1901 sa ngalan ng Batas ng Komisyon ng Pilipinas Bilang 137 .
Also featured are the NHI Barasoain Light and Sound Museum and Ecclesiastical Museum . ||| Itinatampok din ang NHI Barasoain Light and Sound Museum at Ecclesiastical Museum .
Garden Show ||| Palabas sa hardin
Governor Tiburcio Hilario , at the same time sent three emissaries to convince General Mascardo to submit himself to Luna ’ s authority as chief of staff . ||| Si Gobernador Tiburcio Hilario , sa parehong pagkakataon ay nagpadala din ng tatlong emisaryo upang kumbinsihin si Heneral Mascardo upang isuko ang kanyang sarili sa autoridad ni Luna bilang puno ng mga kawani .
The streams serve these people in many ways . ||| Nagsisilbi ang mga batis sa mga taong ito sa maraming paraaan .
The interiors are tastefully designed to meet the standards of quality and comfort of home living ||| Ang interior ay mainam na dinisenyo upang matugunan ang mga pamantayan ng kalidad at ginhawa ng tahanan
The province is bounded on the North by Iligan Bay and the province of Misamis Occidental on the East . ||| Nasa hilaga ng lalawigan ang Iligan Bay at ang probinsya ng Misamis Occidental sa Silangan .
Guests arrive at the island direct via private helicopters , on-board exclusive luxury yachts or daily domestic flights from Manila to Marinduque . ||| Ng mga bisita ang dumating sa isla sa pamamagitan ng direct pribadong helicopters , on-board eksklusibong luxury yate o araw-araw na domestic flight mula Manila papuntang Marinduque .
The Rev . Ulpiano Herrero constructed the beautiful sacristy and marble altars . ||| Si Rev . Ulpiano Herrero ay gumawa ng magandang sakristiya at marmol na altar .
DOST Mini-Forest and Eco-Park ||| DOST Mini-Forest at Eco-Park
This is a place you must visit at least once , to get the real heart of sport . ||| Ito ang lugar na dapat puntahan kahit isang beses lamang , para maranasan ang tunay na halaga ng palakasang ito .
Historically , the Filipinos have embraced two of the great religions of the world - Islam and Christianity . ||| Sa kasaysayan , niyakap ng mga Pilipino ang dalawang malalaking relihiyon ng mundo – Islam at Kristiyanismo .
Description : Its tell-tale dome , spire and thick walls reveal the blending of Spanish and modern architectural designs . ||| Paglalarawan : Binibisto ng bobida , spire at makakapal na dingding ang paghahalo ng disenyong Kastila at modernong arkitekto .
His funeral was a fitting tribute to a life of service during one of the most turbulent phases of Philippine history . ||| Ang kanyang burol ay isang akmang pagpupugay sa isang buhay ng paninilbihan sa isa sa mga magulong yugto ng kasaysayan ng Pilipinas .
During this time up to the end of the Spanish rule in the islands , for a period of 20 years , Malaybalay was governed by Capitanes who were appointed from among the acknowledged tribal chieftains . ||| Sa panahong iyon hanggang sa katapusan ng pamumuno ng Kastila sa mga isla , sa loob ng 20 taon , pinamahalaan ang Malaybalay ng Capitanes na siyang hinirang ng mga kinikilalang pinuno ng tribo .
( Leap of Mahencha ) Located about six kilometers from the town proper is a series of high cascading falls . ||| ( Leap of Mahencha ) Matatagpuan humigit-kumulang anim na kilometro mula sa bayan ang isang serye ng mataas na bumabagsak na talon .
Churches ||| Mga Simbahan
Attracts hundreds of visitors from Manila and environs . ||| Umaakit ng daan-daang mga bisita mula sa Maynila at sa paligid .
The project site can be reached by mini-buses and jeepneys after leisurely cruising along a winding 32 kilometers gravel road . ||| Ang pook ng proyekto ay puwedeng marating sa pamamagitan ng mga mini-bus at jeepney pagkatapos ng parang walang anuman na paglalakbay sa kahabaan ng isang lumilikaw na 32 kilometro ng grabang kalsada .
A tour through Riceworld is to know the story of the rice intimately . ||| Isang paglibot sa Riceworld ang matalik na pag-alam sa kuwento ng bigas .
Its area of 2,579.58 square kilometers occupies about 20.11 % of the total land area of Region 1 . ||| Ang lugar ng 2,579.58 kilometro parisukat na sumasakop tungkol sa 20.11 % ng kabuuang lupa lugar ng Rehiyon 1 .
Flora like anabiong , hauili , kupang , narra , ipil bamboo and balete are seen outside , as well as birds ( migratory and endemic ) , fish and shrimps . ||| Ang mga halaman gaya ng anabiong , hauili , kupang , narra , ipil bamboo at balete ay makikita sa labas , gayun na din ang mga ibon ( migratoryo at endemiko ) , isda at hipon .
increased tourist traffic to these areas ||| tumaas na panturistang trapiko sa mga lugar na ito
Shangri-Las Mactan Resort and Spa recently completed a three -year major renovation programme ||| Kamakailan nakumpleto Shangri-Las Mactan Resort and Spa isang tatlong -taong mga pangunahing programa sa pagsasaayos .
The Department of Tourism - Region III mounted its Best of Central Luzon showcase at the entrance hall to feature the various tourism product offerings of each of the seven provinces in the region . ||| Ang Kagawaran ng Turismo- Rehiyon III at nagmuntar ng Best of Central Luzon showcase nito sa entrance hall upang itampok ang iba-ibang mga inaalok na turismong produkto ng bawat isa sa pitong mga probinsya sa rehiyon .
Where can I get a taxi ? ||| Saan ako makakapagsakay ng isang taksi
The charter was signed by Pres . Marcos on June 25,1969 . ||| Ang batas ay pinirmahan ni Pangulong Marcos noong Hunyo 25 , 1969 .
Balite Falls ||| Talon ng Balite
CAMANAVA consists of Caloocan City , Malabon City , Navotas , and Valenzuela City . ||| Binubuo ang CAMANAVA ng Caloocan City , Malabon City , Navotas , at Valenzuela City .
Hyatt Regency Hotel and Casino Manila is surrounded by the city ’ s culturally rich and well-preserved historical attractions ||| Ang Hyatt Regency Hotel and Casino Manila ay napapalibutan ng kultura mayaman at mahusay na napapanatiling historical attractions ng lungsod
A wide stairway leads to the top of the port where a concrete house can be found . ||| Isang malawak na hagdanan ang humahantong sa tuktok ng port kung saan matatagpuan ang isang kongkretong bahay
As a testament of the luxury accommodation and high standard of service it offers ||| Bilang isang testamento ng marangyang accommodation at mataas na pamantayan ng serbisyo ng nag-aalok ito
Highlights : dance parade , trade and tourism fair , beauty contest , balikbayan night , coco food fest , matinee shows , water sports and goodwill games . ||| Mga Highlight : dance parade , trade at tourism fair , beauty contest , balikbayan night , coco food fest , matinee shows , water sports at goodwill games .
The Philippines has a rich history beginning from its earliest days as one of the busiest trading posts in South East Asia and later , in the trans-Pacific galleon trade . ||| May mayamang kasaysayan ang Pilipinas na nagsisimula sa sinaunang panahon bilang isa sa pinakaabalang lugar kalakalan sa Timog Silangang Asya at nang lumaon , ng pangangalakal ng galleon sa Pasipiko .
Sarao Jeepney Factory ||| Sarao Jeepney Factory
More so , barangay rents loud brass bands and sound systems to replace the firecracker 's sound . ||| Higit pa riyan , nagrerenta ang barangay ng maiingay na brass band at sound system upang palitan ang tunog ng paputok .
The name Misamis is believed to have been derived from the Subano word Kuyamis which is a variety of sweet coconut the staple food of the yearly settlers in this place . ||| Pinaniwalaan na ang pangalang Misamis ay maaaring hinango mula sa salitang Subano Kuyamis na isang uri ng matamis na niyog ang pangunahing pagkain ng taunang mamamayan ng lugar na ito .
Kar-Tir features an interesting collection of seashells , woodcarvings , pottery , hand-woven articles , and traditional costumes from all over the Philippines . ||| Nagtatampok ang Kar-Tir , isang kawili-wiling koleksyon ng mga kabibi , mga pag-uukit , mga palayok , hinabing-kamay na mga artikulo at tradisyunal na mga kostume na mula sa lahat ng dako ng Pilipinas .
Climaco Freedom Park ||| Climaco Freedom Park
Having been the site of the former Philippine Refugee Processing Center ( PRPC ) , where over 400,000 `` boat people '' had gone to escape the oppressive socio-political conflicts in Vietnam , Laos , Cambodia and the rest of Indochina during its 14-year existence from 1980 – 1994 , the newly renovated nature 's paradise offers visit to the heritage and cultural structures and monuments built by the former occupants such as the Indochinese map ( a stone marker ) , an image of Buddha , a refugee boat , a replica of the Bayon Temple and That Luang Temple , an image of the Virgin Mary whose features are similar to a Chinese , a replica of Laos ' Pha That Luang monument , a Viet Memorial Monument , and a replica of the Angkor Wat . ||| Bilang katatagpuan ng dating Philippine Refugee Processing Center ( PRPC ) , king saan humigit sa 400,000 `` taong bangka '' ang tumakas sa opresibong sosyo-politikal na hindi pagkakaunawaan sa Vietnam , Laos , Cambodia at sa ibang bahagi pa ng Indotsina noong ika-14 na taon nito mula 1980 – 1994 , ang bagong ayos na paraiso ng kalikasan ay naghahandog ng pagbisita sa pamana at kultural na istruktura at minumento na itinayo ng mga dating naninirahan gaya ng mapa ng Indotsino ( isang batong muhon ) , isang imahe ni Buddha , isang bangka ng mga tumakas , isang replika ng Templo ng Bayon at Templo ng That Luang , isang imahe ni Birheng Maria na may mga tampok na kapareho ng sa mga Intsik , isang replika ng monumento ng Laos ' Pha That Luang , isang Viet Memorial Monument , at isang replika ng Angkor Wat .
It is bounded by Quezon City and Marikina on the north , the municipalities of Cainta and Taytay on the east , the city of Mandaluyong on the west , and the municipalities of Taguig and Pateros and the City of Makati on the south . ||| Pinaliligiran ito ng Quezon City at Marikina sa hilaga , ng mga munisipalidad ng Cainta at Taytay sa silangan , ng lungsod ng Mandaluyong sa kanluran , at munisipalidad ng Taguig at Pateros at lungsod ng Makati sa timog .
Tourists can visit the Philippines without a visa if staying in the country for 21 days or less . ||| Ang mga turista ay maaring bumisita sa Pilipinas ng walang bisa kung mananatili lamang ng bansa sa loob ng 21 na araw o mas maiksi pa .
RCP has it own research and development facilities and is in constant conference with foreign consultants to continuously improve or develop refractory products so that its customers can be served better . ||| Mayroong sarili nitong mga pasilidad sa pananaliksik at pagpapaunlad ang RCP at nasa palagiang komperensya kasama ang mga dayuhang kasangguni upang patuloy na mapabuti o paunlarin ang mga produktong refractory upang mas mahusay na mapagsilbihan ang mga parokyano .
Description : A natural lagoon . ||| Paglalarawan : Isang natural na lagoon
