Pinangalanan kasunod ng lokasyon ng pasukan nito sa hinterland ng Barangay Cogon, umaabot ang environmental ret area park at forest preserve na ito papasok sa karatig na Munisiplidad ng Polanco at sumasaklaw sa isang kabuuang sukat ng lupa ng 344 ektarya. ||| So named after its entrance location in the hinterlands of Barangay Cogon, this environmental rest area park and forest preserve stretches into the neighboring Municipality of Polanco and covers a total land area of 344 hectares.
Sa panulat ni Lor Calma ||| By Lor Calma
Mayroon ring bahagi nito ng magagandang talon ang Pagadian na nakatago mula sa mga entrapment ng modernisasyon. ||| Pagadian also has its share of wonderful and beautiful waterfalls that are hidden from the entrapments of modernization.
Ang CIS ay ang ika-5 na race track sa bansa at nagmamalaki ng isang 3-km engine track na mayroong dalawang mahabang diretso at ilang pagliko n amay minimal na hindi patag na terano kaya lahat ng karera ay – mula motorsiklo, superbikes, at underbone, touring cars, drag racing at formula races. ||| CIS is the 5th race track in the country and boasts of a 3-km engine track with two long straights and few turns with minimal defined uneven terrains, thereby making all races possible - from motorcycles, superbikes, and underbone, touring cars, drag racing and formula races.
Residensya ng Dayrit - Cuyugan ||| Dayrit - Cuyugan Residence
Walang katapusang mga kwento ng milagro ang tumutugon dito upang mapalakas ang pananampalataya ng mga lehiyon ng mga deboto mula sa probinsya at sa ibang bahagi ng bansa. ||| Unending stories of miracles resolve to strengthen the faith of its legions of devotees all over the province and the rest of the country.
Makahanap ng kasiya-siyang mga hideaway sa mga white sand beach ng  Midway Beach, Maputi White Beach, at Opol Beach Fronts. ||| Find glorious hideaways in the white sand beaches of Midway Beach, Maputi White Beach, and Opol Beach Fronts.
Minamarkahan ng pook ang dulo ng isa sa pinaka kasuklam-suklam na krimen ng digmaan na nagawa ng Hapones sa bansa. ||| The site marks the endpoint of one of the most heinous war crimes committed by the Japanese in the country.
Tamasahin ang mainit-init na kristal na asul na tubig ng kapwa China Sea at ng Pacific Ocean. ||| Enjoy the warm crystal blue waters of both the China Sea and the Pacific Ocean.
Puno ng art galleries at lugar ng mga artists ang Angono, Binangonan, Tanay at Morong kung saan makikita ang mga tradisyunal at contemporary paintings at mga obra. ||| Angono, Binangonan, Tanay and Morong abound with art galleries and artist havens where traditional and contemporary paintings and masterpieces are arrayed.
Puwedeng maging malakas ang pagsisid doon, gayunpaman, kasing halaga ng excitement ang maliit na pagsisikap na ginugol sa paglaban sa current. ||| Diving here can be strong, however, the little effort spent fining against the current is worth the excitement.
Nilikha ang La Union sa pamamagitan ng bisa ng isang Superior Decreto na naisyu noong Marso 2, 1850 sa pamamagitan ni Gobernador Heneral Narciso Zaldua Claveria mula sa siyam na mga bayan ng Pangasinan, tatlo ng Ilocos Sur at mga pamayanan ng Eastern Pais del Igorotes sa Cordilleras. ||| La Union was created by virtue of a Superior Decreto issued on March 2, 1850 by Governor General Narciso Zaldua Claveria out of nine towns of Pangasinan, three of Ilocos Sur and settlements of the Eastern Pais del Igorotes in the Cordilleras.
Maglakbay sa bansa obserbahan ang mga nakamamanghang tanawin ||| Travel through the country observing spectacular scenery
Ang liwasang ito ay nagsisilbi bilang lugar na pinagdarausan ng mga pagdiriwang ng  “Buwan ng Wika” . ||| This plaza serves as venue for "Buwan ng Wika" celebratory events.
Kailangang magdala ng sariling diving equipment at pagkain ang mga maninisid. ||| Divers should bring their diving equipment and food.
River Carabaos ||| River Carabaos
Banderahan Beach  ||| Banderahan Beach
Ito ay puwedeng marating sa pamamagitan ng isang dalawang-oras na paglakad mula sa Monsoyosoy, Buguias, at Benguet. ||| This can be reached by a two-hour hike from Monsoyosoy, Buguias, and Benguet.
Habang kabilang sa koleksyon ni Zobel ang mga likha ng mga sinaunang henerasyon – pinakakilala na sina Fabian dela Rosa at Fernando Amorsolo – mayroon itong mga ipininta na karamihan ay likha ng mga kilalang postwar modernists, lalo na ang mga nagekshibito sa kilala na ngayon bilang ang legendaryong  Philippine Art Gallery ng 1950s at 60s. ||| While the Zobel collection includes works of an earlier generation - notably Fabian dela Rosa and Fernando Amorsolo - it consists of paintings mostly by key postwar modernists, especially those who had exhibited in the now legendary  Philippine Art Gallery of the 1950s and 60s.
Sinasabi ring ang apat na kuwebang ito ay tinirahan ng mga sundalong Hapon noong Ikalawang Pandaigdigang Digmaan. ||| Four caves are said to have been inhabited by the Japanese soldiers during the Second World War.
Ang pinaka Ang kabisera San Fernando , na ngayon sa bahagi ng lungsod, nakarehistro sa 102,082. ||| The capital San Fernando , now a component city, registered the most with 102,082.
Anibersaryo ng Sigaw ng Pugadlawin (ika-24 ng Agosto) ||| Anniversary of the Cry of Pugadlawin (24th of August)
Taguig - Bigasan ng Greater Manila ||| Taguig - Rice Bowl Of Greater Manila
bawat isa ay may mga tanawin ng sikat na avenues ng Makati at ang mga lungsod na lampas ||| each with views of Makati  famous avenues and the cities beyond
Ayon sa “The Philippine Islands” sa pamamagitan ni Emma Helen Blaire na nalathala noong 1911, ang tabing-ilog ng Betis ay populado kahit noon ng mga Muslim, na nagpakilala ng isang pinaunlad na kultura at pamamaraan ng buhay. ||| According to “The Philippine Islands” by Emma Helen Blaire published in 1911, the riverside of Betis was even then populated by Muslims, who introduced a developed culture and way of life.
Ito ay isang agro-industriyal na palabas na itinampok species ng mga halaman at mga bulaklak sa isang display ng mga natatanging landscape. ||| It is an agro-industrial show that featured species of plants and flowers in a display of unique landscapes.
Mayroong malakas na mga tagasunod ang Aglipayan Church, Iglesia ni Cristo, at ang iba pang mga grupong Protestante, gayundin ang animism at non-religiosity. ||| The Aglipayan Church, Iglesia ni Cristo, and other Protestant groups have strong followings, as well as, animism and non-religiosity.
Noong panahong ito, tinawag ang Ehekutibong Hepe bilang Munisipal na Kapitan. ||| During this time, the Chief Executive was called Capitan Municipal.
Isang hindi pa nagagalugad na kagubatan na mainam para sa mga piknik at kamping na may pasilidad para sa patubig at pangangaso. ||| An unspoiled forest area ideal for picnics and camping activities with facilities for irrigation and game hunting.
Ang museo ay itinayo para sa paglalagay ng mga alaala ng tagapagtatag. ||| The museum was put up for the purpose of perpetuating the memory of the late founder.
Para sa mga mamimiling malalakas ang loob, maaaring makipagsapalaran lagpas sa hoteloshopping complex package at ipagsama ito sa iba pang interesanteng destinasyon para sa murang bilihin tulad ng sa Marikina Market Mall. ||| For the adventurous shoppers, you may venture beyond the hotel or shopping complex package and combine other interesting destinations for cheap buys such as in Marikina Market Mall.
Isang 3-araw na lakad patungo sa isa sa Makasaysayang Lugar ng Benguet Benguet ||| A 3-day hike to one of Benguet's Historical Place
Sa hilera ng hilagang baybayin ng makasaysayang Ilog Pasig ang Chinatown, isang simbolo ng mahabang kasaysayan ng pagdating ng mga Intsik sa Pilipinas bago pa man dumating ang mga Kastila. ||| Along the northern bank of the historic Pasig River is Chinatown, a symbol of the long history of Chinese presence in the Philippines long antedating the arrival of the Spaniards.
Sa pamamagitan ng Bumbungan River ng bayan ng Pagsanjan ang pangunahing daan patungo sa tanyag sa mundong Pagsanjan Falls. ||| The main access to the world famous Pagsanjan Falls is through the Bumbungan River of Pagsanjan town.
Ang Pilipinas ay nakatayo sa kalagitnaan ng Kanlurang pamumuhay at ng silangan. ||| The Philippines stands at the crossroads of the developed western world and the Orient
U.S. Permanenteng Residente kailangan upang ma-secure ang isang Tax Paglalakbay Exemption Certificate mula sa   Philippine Tourism Authority  sa Department of Tourism Building sa TM Kalaw Street , Ermita sa Maynila . ||| U.S. Permanent Residents need to secure a Travel Tax Exemption Certificate from the Philippine Tourism Authority at the Department of Tourism Building at TM Kalaw Street , Ermita  Manila .
Minsang tinutukoy ang Malapascua bilang LOGON, ang pangunahing komunidad sa Timog. ||| Malapascua is sometimes referred to as LOGON, the main community in the south.
tumagal lamang ng isang libot sa paligid ng lugar ||| just take a tour around the zone.
Isa pang potensyal na magandang lugar ay ang Burol ng Bangan na itinuturing na Pambansang Parke. ||| Another potential scenic spots is the Bangan Hills which is being considered as a National Park.
Palarong Pinoy – isang game day para sa mga batang Pilipino upang maglaro ng mga larong pampalipas oras para sa kasiyahan ang Oktubre. ||| Palarong Pinoy – October is game day for Filipino children to play past time games for fun.
Dumaong ang barko ni Legaspi sa Bohol at inutusan niya ang kanyang mga tauhan na magmatyag sa isla. ||| Legaspi anchored in Bohol and sent his men in a frigate to reconnoiter the island.
Lungsod ng Candon ||| Candon City
Kabilang sa mga pasilidad ang tirahan ng mga alagad ng sining na binubuo ng 7 kuwarto, nakalubog na harding teraso na dinisenyo upang makapagbigay sa mga bisita ng isang mapagnilay na retreat habang naghihintay sa pagsisimula ng pagtatanghal o habang kumakain at isang convenience store kung saan mayroong mga aklat, mga postkard, gawang kamay ng komunidad, at souvenirs. ||| Facilities include an artist's residence consisting of 7 bedrooms, a sunken terraced garden designed to offer visitors a meditative retreat while waiting for the beginning of a performance or enjoying a snack and a convenience store where books, postcards, community crafts, and souvenirs are available.
Puerto Galera Literal na nangangahulugan Port of Galleons ||| Puerto Galera literally means Port of Galleons
Ang mismong kasaysayan ang pinagmulan ng salitang Dapitan. ||| The origin of the word Dapitan is history itself.
Ang Pilipinas ay tunay na isang shopping Mecca na may malaking koleksyon ng mga malls, shopping complexes, bazaars, fashion emporiums, trade fairs at mga merkado ang lahat nang makapal populating mga pangunahing lungsod nito. ||| The Philippines is truly a shopping mecca with huge collections of malls, shopping complexes, bazaars, fashion emporiums, trade fairs and markets all densely populating its major cities.
HAGDANG-HAGDANG PALAYAN NG IYUSAN   ||| IYUSAN RICE TERRACES
Pampulitikang Subdibisyon: Mayroong 32 mga munisipalidad at 2 mga lungsod ang Ilocos Sur sila ang: Cervantes, Galimuyod, Gregorio del Pilar, Lidlidda, Magsingal, Nagbukel, Narvacan, Quirino, Salcedo, San Emilio, San Esteban, San Ildefonso, San Juan, San Vicente, Santa, Santiago, Sta. Catalina, Sta. Cruz, Sta. Lucia, Sta. Maria, Sto. Domingo, Sigay, Sinait, Sugpon, Suyo, Tagudin, Lungsod ng Candon at Lungsod ng Vigan. ||| Political Subdivision: Ilocos Sur has 32 municipalities and 2 cities, namely; Alilem, Banayoyo, Bantay, Burgos, Cabugao, Caoayan, Cervantes, Galimuyod, Gregorio del Pilar, Lidlidda, Magsingal, Nagbukel, Narvacan, Quirino, Salcedo, San Emilio, San Esteban, San Ildefonso, San Juan, San Vicente, Santa, Santiago, Sta. Catalina, Sta. Cruz, Sta. Lucia, Sta. Maria, Sto. Domingo, Sigay, Sinait, Sugpon, Suyo, Tagudin, Candon City and Vigan City.
Ito ang lugar kung saan unang ipinakita ang watawat ng  Pilipinas  bilang pagpupugay sa tagumpay noong rebolusyon laban sa Espanya.   ||| It was the site where the Philippine flag was first displayed in victory during the revolution against Spain.
Nakita na ang mga mapapayapang Pampangos ay napagod na sa digmaan. ||| It was obvious that the peace-loving Pampangos had grown tired of war.
Ang Lipa City  sa Batangas ay tinatawag na Roma ng Pilipinas  . ||| Lipa City  in Batangas is dubbed as the Rome of the Philippines
Ang pulala (kawayang plauta), salambing (maliit na agong), kudyapi (gitara) ang kanilang mga instrumentong pangmusika. ||| Their musical instruments are the pulala (bamboo flute), salambing (small agong), kudyapi (guitar).
Reenactment ng makasaysayang pagpapahayag ng Philippine Independence ay tapos na sa mansion ng Gen. ||| Reenactment of the historic Proclamation of the Philippine Independence is done at the mansion of Gen.
Mayroong isang malaking mayorya ng turistikong maiaalok ang Pilipinas, alinman sa kung naghahanap ang isa ng mga likas na kababalaghan, mga makasaysayang landmark, kultura at tradisyon, sining at likhang-sining, pamimili, paglilibang at pag-aaliw, kasama ng maraming iba pa. ||| The Philippines has a great majority of touristic offerings, whether one is looking for natural wonders, historical landmarks, culture and tradition, arts and crafts, shopping, recreation and entertainment, among many others.
Umaakit ng daan-daang mga bisita mula sa Maynila at sa paligid. ||| Attracts hundreds of visitors from Manila and environs.
kung saan pre-usapan ng mga rate ay mahalaga upang maiwasan ang pagsingil ng sobra ||| where pre-negotiation of rates are imperative to avoid being overcharged
Ang isang taunang pagdiriwang conceived bilang pagpapasalamat sa kanilang patron santo, Ang aming Lady ng Kapayapaan at Mabuting paglalayag para sa isang mapagbigay buhay. ||| An annual festival conceived as thanksgiving to their patron saint, Our Lady of Peace and Good Voyage for a bountiful life.
Matatagpuan sa Barangay Talbak, ang magandang talon na ito ay mainam para sa mga piknik ng grupo at mga outing. ||| Located in Barangay Talbak, this splendid waterfall is an ideal venue for group picnics and outings.
Oras Paglalakbay sa Caves ay 45 minuto mula sa town proper sa pamamagitan ng isang dumi ng kalsada. ||| Travel time to the caves is 45 minutes from the town proper through a dirt road.
Ang Capitol Park, Children’s Park at ang People’s Park ay ilan sa mga ipinagmamalaki ng munisipalidad na matatagpuan sa Poblacion. ||| The Capitol Park, the Children’s Park and the People’s Park are some of the pride of the municipality which are located within the Poblacion.
isang real-estate subdsidiary ng Ayala Land ||| a real-estate subsidiary of Ayala Land ,
Pinaniniwalaan ang mga kuwebang ito na ginamit bilang libingan ng mga katutubo at mecca ng manggagamot na nanghuhuli at naghahanda ng mga gayuma. ||| These caves are also believed to have been used as burial sites for the natives and mecca for medicine men who hunt and prepare their potions.
isang musika at sayaw diwang naglalarawan ng kasaysayan, alamat at tradisyon ng Lobocanons . ||| A music and dance festivity depicting the history, folklore and traditions of the Lobocanons .
Kasama ang pagtatapos ng Philippine-US Military Bases Agreement noong 1991, ang Clark ay ibinalik sa pamahalaang Pilipino at nadeklarang isang espesyal na sonang pang-ekonomiya. ||| With the expiration of the Philippine-US Military Bases Agreement in 1991, Clark was turned over to the Philippine government and declared a special economic zone.
Ito ay may mayamang kasaysayan ng pagsasanib ng mga impluwensya Asian, European, atAmerikano . ||| It has a rich history combining Asian, European, and American influences.
Lahat ng mga patay ng WWII at inilipat sa American Cemetaery, Manila. ||| All WWII dead were moved to the American Cemetery, Manila.
Ang pook ng proyekto ay puwedeng marating sa pamamagitan ng mga mini-bus at jeepney pagkatapos ng parang walang anuman na paglalakbay sa kahabaan ng isang lumilikaw na 32 kilometro ng grabang kalsada. ||| The project site can be reached by mini-buses and jeepneys after leisurely cruising along a winding 32 kilometers gravel road.
Pinapakita saPugutan ang buhay ni Longinus , isang sundalong Romano na sumugat sa tagiliran ni Kristo gamit ang sibat habang nakapako ito sa krus at isa rin siyang saksi sa muling pagkabuhay ni Hesus. ||| ThePugutan depicts the life of Longinus , the Roman soldier who pierced Christ’s side with a spear as He was nailed to cross and was a witness to Jesus’ resurrection.
Las Casas Filipinas de Acuzar (Isang Genesis Heritage Resort) ||| Las Casas Filipinas de Acuzar (A Genesis Heritage Resort)
Benguet Foundation Day, Benguet, Hunyo18 ||| Benguet Foundation Day, Benguet, June 18
Tampok ang Pagoda na isang tuwang-tuwa-pinalamutian istraktura riding sa isang malaking banca, glides sa kahabaan ng Bocaue River . ||| Feature the Pagoda which is a gaily-decorated structure riding on a huge banca, glides along the Bocaue River .
Populasyon : 125,161 ||| Population : 125,161
Nanatiling mga hostage ang partido ni Lt. Gen. Homma sa paaralan hanggang matapos silang dalhin bilang POW sa pinakamalapit na yunit ng mga Hapon. ||| Lt. Gen. Homma’s party were kept as hostages in the school house until after the USAFFE troops were rounded up and delivered as POW’s to the nearest Japanese units.
Dineklara ni Presidente Franklin D. Roosevelt si Kelly bilang ang Unang Amerikanong bayani ng Ikalawang Digmaang Pandaigdig. ||| President Franklin D. Roosevelt declared Kelly as the first American hero of World War II.
Gawa ang tunay na Pancit Malabon  sa matabang bihon o rice noodles at pinakulong karne o sabaw ng pinakuluang manok. ||| The real Pancit Malabon  was made up of fat "bihon" or rice noodles and boiled in a meat or chicken broth.
Bilang ng Barangay : 16 ||| No. of Barangays : 16
Trekking Adventure P100otao Tagal: 1- 1.5 oras (maglakad sa hindi pa nagagalugad na kagubatan at mamangha sa magnipikong halaman at mga hayop ng virgin rainforest ng Subic) ||| Trekking Adventure P100orperson Duration: 1- 1.5 hours (walk through unspoiled wilderness and marvel at the magnificent flora and fauna of Subic's renowned virgin rainforests)
Regular na binabagtas ng mga bus ang mga rutang Cagayan de Oro – Bukidnon-Davao, at Cagayan de Oro-Bukidnon-Cotabato. ||| Buses regularly ply the Cagayan de Oro – Bukidnon-Davao, and Cagayan de Oro-Bukidnon-Cotabato routes.
Sinasakop ng lungsod ang kabuuang lupain ng 47 square kilometers. ||| The city occupies a total land area of 47 square kilometers.
Ang Sabuyan ay nagpatuloy. ||| The Sab’uyan continues.
Mga cottage industries ang paghabi ng kumot, paggawa ng basket, bamboocraft at paggawa ng walis. ||| Cottage industries are blanketweaving, basketry, bamboocraft, pottery and broommaking.
Isang post harvest thanksgiving festival ng pamayanan para sa isang masaganang ani sa Diyos ng Agrikultura. ||| A post harvest thanksgiving festival of the community for a bountiful harvest to the Gods of Agriculture.
Sa kanyang salaysay, inilalarawan ni Pigafetta, ang tagapagsalaysay na nakasakay sa barko ni Magellan,  ang isla ng Humumu, Homonhon ngayon, bilang: Natagpuan namin ang dalawang balon ng napakalinaw na tubig, tinawag namin itong ‘Waters of Good Signs, dahil natagpuan ang unang senyas ng ginto sa nasabing isla. ||| In his account, Pigafetta, the chronicler aboard Magellan's ship, describes the island of Humumu, now Homonhon, as so: We found two fountains of very clear water, we called it the `Waters of Good Signs, having found the first sign of gold in the said island.
 Philippine Nuclear Research Institute |||  Philippine Nuclear Research Institute
International Bamboo Organ Festival ||| International Bamboo Organ Festival
Ang President Lee Myun-Bak ng South Korea  ay nasa Pilipinas para sa isang official state visit sa imbitasyon ng Pangulong Benigno Aquino III. ||| South Korea   President Lee Myun-Bak was in the Philippines for an official state visit at the invitation of President Benigno Aquino III .
Pamana ||| Heritage
Hindi isang pangtribong pagtatalaga ang Manobo ngunit sa halip isang paghamak na pagpapangalan na ginamit ng mga Kastila sa ulat ng mababang kultura na tinaglay ng mga primitibo sa panahong iyon. ||| Manobo is not a tribal designation but rather an applellation of contempt used by Spaniards on account of low culture possessed by the primitives at that time.
Atraksyon: Bahagi ng Mindanao Deep , ang pangalawa  sa pinakamalalim na anyong tubig sa buong mundo; isa sa pinakanakakikilabot na destinasyong pangsisid sa Timog Leyte ||| Attractions: A part of Mindanao Deep , the second  deepest body of water in the world; one of the most mystifying dive destinations in Southern Leyte.
Binabagtas ng Metro Railway Transit (MRT) ang kahabaan ng EDSA at nagkokonekta sa North Avenue sa Lungsod ng Quezon sa Taft Avenue sa Lungsod ng Pasay, tumatagos sa pangunahin arterya ng pampinansyang distrito ng Makati. ||| The Metro Railway Transit (MRT) traverses the length of EDSA and connects [North Avenue in Quezon City to Taft Avenue in Pasay City, passing through the major arteries of Makati's financial district.
Makikita ang katatagan at kalakasan ng mga Ilocano sa kalakihan at katibayan ng mga gusali. ||| The hardiness and strength of the Ilocanos are reflected in the massiveness and sturdiness of the structures.
Krus ni Magellan ||| Magellan's Cross
Mayroon ding maraming bulkang hindi na sasabog, pinakamahalaga rito ang Mahagnao. ||| There are also many extinct volcanoes, the most important of which is Mahagnao.
Ang kampo ay pinangalanang Fort Stotsenberg sa karangalan ni Col. John M. Stotsenberg na napatay sa aksyon sa pamamagitan ng mga puwersang Pilipino sa ilalim ni Hen. Mariano Llanera sa Quingua, Bulacan noong 1899. ||| The encampment was named Fort Stotsenberg in honor of Col. John M. Stotsenberg who was killed in action by Filipino forces under Gen. Mariano Llanera in Quingua, Bulacan in 1899.
Ginugunita ng muhon na ito ang katapangan at kagitingan na ipinakita ng mga Pilipino noong huling digmaang pandaigdig. ||| The marker commemmorates the courage and bravery shown by the Filipinos during the last world war.
Ang Manila Hotel ang pinag-ganapan ng Pacquiao - Marquez World Press Tour sa Rigodon Ballroom ng nasabing gusali. ||| Manila Hotel hosted the Pacquiao - Marquez World Press Tour at the Rigodon Ballroom.
Ang Pilipinas ay isang makulay na demokrasya , bilang ebedensya sa pamamagitan ng 12 Ingles pambansang pahayagan , 7 pambansang mga istasyon ng telebisyon , daan-daang mga cable TV stations , at 2,000 mga istasyon ng radyo . ||| The Philippines is a vibrant democracy, as evidenced by 12 English national newspapers, 7 national television stations, hundreds of cable TV stations, and 2,000 radio stations.
Nagtutuon ang pagdiriwang sa Baguio bilang isang ispitritwal na sentro. ||| The festival focuses on Baguio as a spiritual center.
Mayroon isang semi-perpektong kono na may malagong takip na gubat. ||| It has a semi-perfect cone with lush forest cover.
Nangungunang industriya ang mga nasa larangan ng pagluluto, pagkiskis ng bigas at mais, pagproseso ng pagkain at produksyon ng mga muwebles na gawa sa rattan at kahoy. ||| The leading industries are in the areas of bakery, rice and corn milling, food processing, and rattan and wood furniture production.
Naka-display ang momorabilia ng yumaong Presidente, mga lumang relika dagdag pa ang isang koleksyon ng mga kabibe na natagpuan sa mga baybay ng Bohol. ||| On display are the late President and his family's memorabilia, old relics plus a collection of shells found on Bohol's shores.
Sta. Cruz Beach ||| Sta. Cruz Beach
Sinamahan niya sina Hizon, Apolinario Mabini, Artemio Ricarte at Melchora Aquino sa pagkakapatapon sa Guam; sa kanyang pagbabalik, ang kanyang kaparusahang kamatayan ay napababa sa panghabang-buhay na pagkakabilanggo. ||| He joined Hizon, Apolinario Mabini, Artemio Ricarte and Melchora Aquino in exile in Guam; upon his return, his death sentence was commuted to life imprisonment.
Ang ilan sa mga pinaka magagandang ng mga ibon sa Pilipinas ay matatagpuan sa bundok na ito. ||| Some of the best-looking birds in the Philippines can be found on this mountain.
Nag-iwan ng di-malilimutang impresyon sa bansa ang panahon ng pananakop ng mga Kastila na umabot ng tatlong siglo. ||| A period of Spanish colonization spanning three centuries then made an indelible impression on the country.
Ang Trailfinders ay itinatag noong 1970 ng nasirang opisyal ng SAS na si Mike Gooley kasama ang apat pang kasapi. ||| Trailfinders was founded in 1970 by former SAS officer Mike Gooley with a staff of four.
Bilang karagdagan sa mga ibon kagubatan, isang mahabang ilog ang umaagapay sa pamamagitan ng siksik na mangroves ay nagbibigay ng isang paghapon lugar para sa waders sa panahon ng laki ng tubig. ||| In addition to forest birds, a long river flanked by dense mangroves provides a roosting area for waders during high tide.
Magaling para sa: Resorts, Island-hopping, Photography, Dagdagan upang sumisid, Reef diving, Shore diving, Wall diving, snorkelling ||| Excellent for: Resorts, Island-hopping, Photography, Learn to dive, Reef diving, Shore diving, Wall diving, Snorkelling
Isang magandang dalampasigan na matatagpuan sa Isla ng Malamawi. ||| A fine beach found in Malamawi Island.
Nagawang isang pangunahing kontribyutor ng ekonomiya ng probinsya ang kalat sa maraming lugar na mga luma at minanang mga bahay at simbahan. ||| The ubiquitous old and ancestral houses and churches have made the local tourism industry a major contributor to the province's economy.
Adrenalin Rush ||| Adrenalin Rush
Sa ibabaw ng Session Road sa kaliwang panig ng ang napaka makasaysayang Baguio Cathedral habang sa kanang panig ang Luneta Hill na okupado ngayon sa pamamagitan ng isang malaking makabagong shopping mall kung saan dating nakatayo ang lumang Pines Hotel , isang bantog na palatandaan ng  Lungsod ng Baguio. ||| Atop Session Road on the left side is the very historical Baguio Cathedral while on the right side is the Luneta Hill now occupied by a big modern shopping mall where the old Pines Hotel , an illustrious landmark of Baguio City used to stand.
Sa buong mundo, kilala ito bilang colugo o ang flying lemur. ||| Around the world, it is known as colugo or the flying lemur.
Kinaroroonan: Barangay Caybago, Distrito ng Oquendo, isang oras na byahe mula sa Lungsod ng Calbayog at 40 minutong lakad mula sa mga pamayanan. ||| Location: Barangay Caybago, Oquendo District, an hour drive from Calbayog City and 40-minute walk from the villages.
Ang B Hotel , sa kabilang panig, ay isang  three-star boutique businessmans hotel na nagpapamalas ng 156 na kwarto, isang restawran at isang pastry shop. ||| B Hotel , on the other hand, is a three-star boutique businessmans hotel which features  156 rooms, a restaurant and a pastry shop.
Nag-aalok ang Bonete, Arthur’s at Koala ng magagandang dives para sa mga baguhan, na may maraming makikita sa ibabaw ng 50’. ||| Bonete, Arthur’s, and Koala offer good dives for novices, with most to see above 50’.
Isang pangprobinsyang selebrasyon na nagmamarka sa paglikha ng Kalinga bilang isang hiwalay na probinsya na may mga pangkultura at trade fair na ginaganap tuwing buwan ng Pebrero. ||| A provincial celebration marking the creation of Kalinga as a separate province with cultural and trade fairs held every February of the month.
Ang mga tinderot tindera ay lagalag kung saan-saan; at makakabili ka rin sa kanila ng mani at iba pang mga kutkutin habang nakasakay ng taxi, jeepney at bus. ||| Street vendors are everywhere, and you can even buy peanuts and all sorts of goodies while riding in taxis, jeepney and buses.
agro-industriyal na mga produkto ||| agro-industrial products
Isang maliit na isla na mayroong dagat na may mala-ginuntuang buhangin. ||| A small islet dotted with golden-hued sandy beaches.
Nag-aalok din ang hotel ng seleksyon ng mga bar at poolside dining option. ||| The hotel also offers a selection of bars and poolside dining options.
Ang isang kalye sayawan ay itinanghal din sa araw lumahok karamihan sa pamamagitan ng mga mag-aaral sa katutubong kasuotan. ||| A street dancing is also staged during the day participated mostly by students in indigenous costumes.
isa sa mga highlight ng Araw ng Brgy.  Mabunao , ang festival ay nasa pagpapasalamat ng kapagbigayan naibigay na bilang ng mga Katutubong Manok ay isa sa mga pangunahing mga produkto ng Mabunao . ||| one of the highlights of Brgy. Mabunao’s day , this festival is in thanksgiving of the bounty given as the Native Manok  is one of the major products of Mabunao .
Ang simbahan ay muling kinumpuni noong Setyembre 1938. ||| The church was reconstructed in September 1938.
